Cliente	Año	Mes	Tiempo
1010	2018	8	180
1010	2018	2	157
1010	2018	12	117
1010	2018	8	66
1010	2018	7	434
1010	2018	10	73
1010	2018	5	441
1010	2018	11	226
1010	2018	7	229
1010	2018	9	335
1010	2018	4	413
1010	2018	5	50
1010	2018	7	84
1010	2018	4	352
1010	2018	10	169
1010	2018	3	374
1010	2018	2	433
1010	2018	9	174
1010	2018	11	102
1010	2018	12	387
1010	2018	4	320
1010	2018	10	169
1010	2018	1	122
1010	2018	3	130
1010	2018	9	82
1010	2018	7	420
1010	2018	5	403
1010	2018	7	123
1010	2018	9	123
1010	2018	12	319
1010	2018	2	94
1010	2018	3	66
1010	2018	2	183
1010	2018	3	168
1010	2018	12	197
1010	2018	2	169
1010	2018	12	470
1010	2018	11	263
1010	2018	6	79
1010	2018	6	215
1010	2018	7	232
1010	2018	4	439
1010	2018	5	221
1010	2018	2	242
1010	2018	10	168
1010	2018	8	358
1010	2018	2	162
1010	2018	9	85
1010	2018	10	182
1010	2018	6	476
1010	2018	1	101
1010	2018	2	15
1010	2018	4	139
1010	2019	6	139
1010	2019	3	254
1010	2019	6	87
1010	2019	7	224
1010	2019	7	287
1010	2019	11	311
1010	2019	1	301
1010	2019	3	269
1010	2019	5	305
1010	2019	1	116
1010	2019	2	286
1010	2019	1	426
1010	2019	4	127
1010	2019	12	284
1010	2019	12	409
1010	2019	4	289
1010	2019	4	113
1010	2019	11	452
1010	2019	1	159
1010	2019	5	303
1010	2019	3	364
1010	2019	6	235
1010	2019	2	143
1010	2019	3	190
1010	2019	7	84
1010	2019	11	296
1010	2019	5	120
1010	2019	5	247
1010	2019	1	20
1010	2019	7	103
1010	2019	11	280
1010	2019	12	266
1010	2019	2	144
1010	2019	3	370
1010	2019	7	174
1010	2019	1	127
1010	2019	1	155
1010	2019	6	269
1010	2019	3	423
1010	2019	10	194
1010	2019	4	283
1010	2019	9	265
1010	2019	5	259
1010	2019	7	19
1010	2019	10	331
1010	2019	3	177
1010	2019	9	94
1010	2019	8	295
1010	2019	7	128
1010	2019	11	63
1010	2019	5	330
1010	2019	6	204
1010	2019	4	251
1010	2019	7	316
1010	2019	8	159
1010	2019	9	366
1010	2019	9	26
1010	2019	5	276
1010	2019	1	389
1010	2019	6	444
1010	2019	2	197
1010	2019	1	141
1010	2019	10	211
1010	2019	9	167
1010	2019	11	327
1010	2019	11	33
1010	2019	11	375
1010	2019	7	413
1010	2019	8	134
1010	2019	8	100
1010	2019	3	399
1010	2019	8	449
1010	2019	3	431
1010	2019	6	92
1010	2019	6	37
1010	2019	5	274
1010	2019	11	411
1010	2019	2	295
1010	2019	7	96
1010	2019	5	411
1010	2019	1	94
1010	2019	10	149
1010	2019	9	216
1010	2019	12	454
1010	2019	7	430
1010	2019	2	464
1010	2019	7	279
1010	2019	9	462
1010	2019	2	362
1010	2019	9	91
1010	2019	10	233
1010	2019	12	231
1010	2019	4	239
1010	2019	9	75
1010	2019	9	343
1010	2019	5	218
1010	2019	2	395
1010	2019	9	150
1010	2019	7	110
1010	2019	12	274
1010	2019	12	284
1010	2019	12	108
1010	2019	12	477
1010	2019	7	100
1010	2019	3	33
1010	2019	1	172
1010	2019	10	87
1010	2019	12	75
1010	2019	11	189
1010	2019	4	292
1010	2019	2	185
1010	2019	11	235
1010	2019	9	402
1010	2019	11	280
1010	2019	4	364
1010	2019	1	255
1010	2019	8	80
1010	2019	2	241
1010	2019	1	316
1010	2019	4	405
1010	2019	11	456
1010	2019	2	336
1010	2019	9	367
1010	2019	1	427
1010	2019	7	141
1010	2019	2	238
1010	2019	7	28
1010	2019	9	427
1010	2019	5	276
1010	2019	11	373
1010	2019	4	181
1010	2019	10	462
1010	2019	12	458
1010	2019	1	171
1010	2019	12	52
1010	2019	7	448
1010	2019	11	429
1010	2019	4	330
1010	2019	2	422
1010	2019	2	410
1010	2019	11	253
1010	2019	3	264
1010	2019	4	222
1010	2019	3	216
1010	2019	7	63
1010	2019	7	478
1010	2019	7	220
1010	2019	8	25
1010	2019	12	225
1010	2019	10	378
1010	2019	7	214
1010	2019	8	59
1010	2019	2	187
1010	2019	7	172
1010	2019	3	477
1010	2019	2	182
1010	2019	5	87
1010	2019	3	438
1010	2019	4	224
1010	2019	6	372
1010	2019	1	371
1010	2019	10	475
1010	2019	6	431
1010	2019	11	33
1010	2019	3	471
1010	2019	7	131
1010	2019	1	46
1010	2019	8	264
1010	2019	12	366
1010	2019	9	313
1010	2019	1	426
1010	2019	7	281
1010	2019	5	149
1010	2019	1	457
1010	2019	10	151
1010	2019	6	244
1010	2019	5	247
1010	2019	11	419
1010	2019	9	203
1010	2019	12	294
1010	2019	1	356
1010	2019	11	384
1010	2019	3	450
1010	2019	12	460
1010	2019	6	221
1010	2019	3	424
1010	2019	1	61
1010	2019	11	271
1010	2019	4	119
1010	2019	2	86
1010	2019	10	416
1010	2019	4	260
1010	2020	11	140
1010	2020	9	192
1010	2020	10	330
1010	2020	10	56
1010	2020	4	275
1010	2020	9	445
1010	2020	9	27
1010	2020	1	201
1010	2020	9	331
1010	2020	4	175
1010	2020	7	478
1010	2020	6	265
1010	2020	12	86
1010	2020	12	152
1010	2020	11	161
1010	2020	2	412
1010	2020	9	394
1010	2020	9	290
1010	2020	5	435
1010	2020	10	186
1010	2020	9	230
1010	2020	5	157
1010	2020	2	410
1010	2020	3	77
1010	2020	8	357
1010	2020	2	271
1010	2020	11	454
1010	2020	8	137
1010	2020	11	459
1010	2020	8	284
1010	2020	9	125
1010	2020	6	474
1010	2020	2	157
1010	2020	6	367
1010	2020	1	57
1010	2020	3	366
1010	2020	2	253
1010	2020	8	397
1010	2020	7	129
1010	2020	1	455
1010	2020	9	71
1010	2020	11	74
1010	2020	12	249
1010	2020	6	166
1010	2020	2	139
1010	2020	5	198
1010	2020	11	130
1010	2020	3	334
1010	2020	8	315
1010	2020	7	475
1010	2020	11	300
1010	2020	12	363
1010	2020	11	236
1010	2020	6	384
1010	2020	10	65
1010	2020	4	239
1010	2020	6	451
1010	2020	9	244
1010	2020	3	137
1010	2020	5	229
1010	2020	2	458
1010	2020	4	68
1010	2020	5	274
1010	2020	2	255
1010	2020	4	43
1010	2020	1	378
1010	2020	6	382
1010	2020	3	218
1010	2020	2	433
1010	2020	8	302
1010	2020	1	435
1010	2020	8	17
1010	2020	1	293
1010	2020	11	407
1010	2020	8	69
1010	2020	3	307
1010	2020	10	77
1010	2020	3	175
1010	2020	12	236
1010	2020	2	242
1010	2020	1	71
1010	2020	1	78
1010	2020	4	348
1010	2020	12	184
1010	2020	10	299
1010	2020	4	107
1010	2020	10	302
1010	2020	11	304
1010	2020	3	38
1010	2020	9	308
1010	2020	11	394
1010	2020	10	23
1010	2020	1	302
1010	2020	5	295
1010	2020	1	168
1010	2020	11	233
1010	2020	1	480
1010	2020	4	375
1010	2020	2	475
1010	2020	12	258
1010	2020	2	400
1010	2020	2	165
1010	2020	10	91
1010	2020	7	155
1010	2020	9	473
1010	2020	11	445
1010	2020	1	301
1010	2020	3	265
1010	2020	4	323
1010	2020	1	341
1010	2020	9	19
1010	2020	9	274
1010	2020	4	385
1010	2020	1	457
1010	2020	6	219
1010	2020	3	200
1010	2020	12	166
1010	2020	3	331
1010	2020	8	366
1010	2020	12	405
1010	2020	2	183
1010	2020	6	478
1010	2020	3	367
1010	2020	8	170
1010	2020	8	191
1010	2020	12	417
1010	2020	11	346
1010	2020	6	462
1010	2020	3	205
1010	2020	8	196
1010	2020	7	177
1010	2020	12	360
1010	2020	12	444
1010	2020	11	374
1010	2020	3	370
1010	2020	1	457
1010	2020	10	135
1010	2020	9	222
1010	2020	2	30
1010	2020	2	479
1010	2020	7	163
1010	2020	9	239
1010	2020	8	138
1010	2020	8	104
1010	2020	6	292
1010	2020	2	203
1010	2020	4	262
1010	2020	11	270
1010	2020	8	58
1010	2020	6	393
1010	2020	10	423
1010	2020	4	318
1010	2020	1	116
1010	2020	7	85
1010	2020	10	355
1010	2020	4	412
1010	2020	7	446
1010	2020	6	122
1010	2020	6	117
1010	2020	9	233
1010	2020	6	173
1010	2020	11	417
1010	2020	11	323
1010	2020	10	234
1010	2020	9	264
1010	2020	12	236
1010	2020	12	437
1010	2020	11	23
1010	2020	12	179
1010	2020	3	121
1010	2020	1	447
1010	2020	5	109
1010	2020	7	151
1010	2020	7	97
1010	2020	6	442
1010	2020	7	52
1010	2020	8	403
1010	2020	4	129
1010	2020	1	26
1010	2020	4	28
1010	2020	12	231
1010	2020	10	201
1010	2020	11	200
1010	2020	3	241
1010	2020	7	447
1010	2020	4	439
1010	2020	7	328
1010	2020	10	110
1010	2020	8	278
1010	2020	3	214
1010	2020	9	157
1010	2020	7	114
1010	2020	11	24
1010	2020	8	51
1010	2020	8	461
1010	2020	7	223
1010	2020	7	467
1010	2020	2	409
1010	2020	2	349
1010	2020	9	96
1010	2020	9	147
1010	2020	2	371
1010	2020	2	378
1010	2020	8	375
1010	2020	12	134
1010	2020	8	114
1010	2020	12	311
1010	2020	1	273
1010	2020	2	447
1010	2020	7	354
1010	2020	6	392
1010	2020	12	239
1010	2020	10	301
1010	2020	6	64
1010	2020	4	85
1010	2020	4	398
1010	2020	12	28
1010	2020	11	282
1010	2020	4	458
1010	2020	10	252
1010	2020	12	196
1010	2020	11	76
1010	2020	5	84
1010	2020	8	92
1010	2020	1	352
1010	2020	10	58
1010	2020	5	283
1010	2020	8	73
1010	2020	4	34
1010	2020	8	138
1010	2020	7	274
1010	2020	3	225
1010	2020	8	15
1010	2020	5	269
1010	2020	7	411
1010	2020	6	40
1010	2020	11	121
1010	2020	6	230
1010	2020	5	181
1010	2020	3	21
1010	2020	5	291
1010	2020	3	285
1010	2020	3	333
1010	2020	8	177
1010	2020	12	105
1010	2020	9	156
1010	2020	9	62
1010	2020	3	430
1010	2020	2	444
1010	2020	7	146
1010	2020	12	431
1010	2020	2	237
1010	2020	11	405
1010	2020	4	326
1010	2020	7	83
1010	2020	12	47
1010	2020	11	248
1010	2020	5	72
1010	2020	8	401
1010	2020	8	465
1010	2020	5	109
1010	2020	10	287
1010	2020	8	126
1010	2020	3	466
1010	2020	11	210
1010	2020	3	205
1010	2020	4	255
1010	2020	1	449
1010	2020	5	348
1010	2020	6	444
1010	2020	2	101
1010	2020	2	26
1010	2020	7	470
1010	2020	7	314
1010	2020	6	345
1010	2020	10	191
1010	2020	12	468
1010	2020	8	55
1010	2020	8	16
1010	2021	9	334
1010	2021	1	211
1010	2021	2	334
1010	2021	7	310
1010	2021	8	323
1010	2021	9	454
1010	2021	2	384
1010	2021	7	199
1010	2021	4	191
1010	2021	11	379
1010	2021	4	191
1010	2021	8	54
1010	2021	8	103
1010	2021	7	211
1010	2021	2	420
1010	2021	8	441
1010	2021	10	40
1010	2021	3	296
1010	2021	12	325
1010	2021	10	49
1010	2021	4	393
1010	2021	9	450
1010	2021	12	353
1010	2021	3	168
1010	2021	8	187
1010	2021	3	46
1010	2021	4	433
1010	2021	11	401
1010	2021	4	280
1010	2021	8	338
1010	2021	11	148
1010	2021	5	230
1010	2021	12	92
1010	2021	5	358
1010	2021	7	264
1010	2021	8	36
1010	2021	5	274
1010	2021	4	356
1010	2021	3	441
1010	2021	12	29
1010	2021	2	97
1010	2021	1	369
1010	2021	4	159
1010	2021	3	98
1010	2021	6	464
1010	2021	7	280
1010	2021	4	273
1010	2021	4	24
1010	2021	12	217
1010	2021	7	113
1010	2021	6	227
1010	2021	3	126
1010	2021	5	347
1010	2021	7	449
1010	2021	10	95
1010	2021	7	155
1010	2021	7	104
1010	2021	7	172
1010	2021	8	87
1010	2021	2	209
1010	2021	2	73
1010	2021	9	132
1010	2021	9	451
1010	2021	3	178
1010	2021	3	450
1010	2021	4	20
1010	2021	11	55
1010	2021	5	428
1010	2021	2	336
1010	2021	5	403
1010	2021	10	135
1010	2021	1	262
1010	2021	6	438
1010	2021	10	112
1010	2021	3	289
1010	2021	1	84
1010	2021	10	457
1010	2021	1	217
1010	2021	3	195
1010	2021	3	477
1010	2021	1	254
1010	2021	7	211
1010	2021	2	37
1010	2021	6	91
1010	2021	6	35
1010	2021	3	450
1010	2021	2	51
1010	2021	11	250
1010	2021	10	298
1010	2021	5	303
1010	2021	8	368
1010	2021	5	281
1010	2021	1	461
1010	2021	2	299
1010	2021	1	383
1010	2021	7	132
1010	2021	7	275
1010	2021	4	87
1010	2021	7	135
1010	2021	8	470
1010	2021	7	77
1010	2021	2	189
1010	2021	1	89
1010	2021	5	246
1010	2021	1	307
1010	2021	6	423
1010	2021	2	84
1010	2021	3	478
1010	2021	6	179
1010	2021	2	236
1010	2021	11	440
1010	2021	6	334
1010	2021	2	324
1010	2021	6	343
1010	2021	6	331
1010	2021	12	437
1010	2021	4	129
1010	2021	8	443
1010	2021	1	417
1010	2021	5	386
1010	2021	5	74
1010	2021	9	254
1010	2021	8	270
1010	2021	7	414
1010	2021	10	172
1010	2021	5	449
1010	2021	4	103
1010	2021	2	176
1010	2021	2	169
1010	2021	10	53
1010	2021	10	414
1010	2021	7	297
1010	2021	9	325
1010	2021	7	431
1010	2021	3	440
1010	2021	11	377
1010	2021	11	372
1010	2021	3	43
1010	2021	3	67
1010	2021	6	148
1010	2021	7	221
1010	2021	2	384
1010	2021	5	454
1010	2021	2	79
1010	2021	6	263
1010	2021	4	360
1010	2021	2	53
1010	2021	2	251
1010	2021	5	424
1010	2021	4	32
1010	2021	7	246
1010	2021	12	30
1010	2021	12	150
1010	2021	4	176
1010	2021	10	324
1010	2021	6	475
1010	2021	12	252
1010	2021	11	44
1010	2021	6	61
1010	2021	2	85
1010	2021	9	77
1010	2021	10	40
1010	2021	2	339
1010	2021	5	174
1010	2021	6	140
1010	2021	6	98
1010	2021	11	447
1010	2021	10	138
1010	2021	3	418
1010	2021	5	45
1010	2021	6	286
1010	2021	11	254
1010	2021	1	275
1010	2021	1	47
1010	2021	7	89
1010	2021	11	321
1010	2021	9	476
1010	2021	3	406
1010	2021	9	323
1010	2021	8	310
1010	2021	2	345
1010	2021	3	405
1010	2021	1	216
1010	2021	12	222
1010	2021	7	402
1010	2021	7	58
1010	2021	9	336
1010	2021	12	227
1010	2021	1	441
1010	2021	3	439
1010	2021	8	226
1010	2021	4	80
1010	2021	5	144
1010	2021	3	458
1010	2021	6	304
1010	2021	4	144
1010	2021	9	268
1010	2021	7	478
1010	2021	6	320
1010	2021	5	75
1010	2021	1	418
1010	2021	7	54
1010	2021	6	103
1010	2021	11	295
1010	2021	6	217
1010	2021	1	254
1010	2021	11	238
1010	2021	2	315
1010	2021	10	437
1010	2021	10	265
1010	2021	11	202
1010	2021	4	352
1010	2021	9	354
1010	2021	11	66
1010	2021	3	398
1010	2021	9	74
1010	2021	6	180
1010	2021	12	350
1010	2021	7	299
1010	2021	7	349
1010	2021	8	392
1010	2021	6	324
1010	2021	7	457
1010	2021	5	287
1010	2021	8	271
1010	2021	10	193
1010	2021	7	298
1010	2021	3	386
1010	2021	4	80
1010	2021	7	336
1010	2021	12	249
1010	2021	11	323
1010	2021	7	116
1010	2021	8	284
1010	2021	8	233
1010	2021	8	196
1010	2021	7	282
1010	2021	2	54
1010	2021	9	321
1010	2021	5	413
1010	2021	2	118
1010	2021	11	115
1010	2021	10	123
1010	2021	12	383
1010	2021	10	351
1010	2021	7	127
1010	2021	3	417
1010	2021	9	454
1010	2021	4	195
1010	2021	5	353
1010	2021	7	230
1010	2021	5	167
1010	2021	4	409
1010	2021	1	201
1010	2021	5	205
1010	2021	10	73
1010	2021	4	252
1010	2021	2	85
1010	2021	4	265
1010	2021	6	376
1010	2021	8	248
1010	2021	3	207
1010	2021	7	92
1010	2021	3	278
1010	2021	9	251
1010	2021	4	394
1010	2021	4	457
1010	2021	4	367
1010	2021	6	204
1010	2021	8	19
1010	2021	8	54
1010	2021	12	70
1010	2021	9	183
1010	2021	8	36
1010	2021	9	92
1010	2021	7	389
1010	2021	11	363
1010	2021	8	301
1010	2021	11	267
1010	2021	10	331
1010	2021	6	240
1010	2021	6	91
1010	2021	2	332
1010	2021	10	109
1010	2021	5	273
1010	2021	4	215
1010	2021	3	450
1010	2021	9	200
1010	2021	9	467
1010	2021	5	241
1010	2021	1	88
1010	2021	11	262
1010	2021	3	397
1010	2021	2	300
1010	2021	8	321
1010	2021	10	52
1010	2021	10	404
1010	2021	9	254
1010	2021	11	438
1010	2021	5	408
1010	2021	5	312
1010	2021	12	353
1010	2021	10	460
1010	2021	5	436
1010	2021	11	463
1010	2021	12	109
1010	2021	7	154
1010	2021	8	57
1010	2021	3	417
1010	2021	3	408
1010	2021	12	422
1010	2021	4	457
1010	2021	7	178
1010	2021	8	336
1010	2021	6	18
1010	2021	9	449
1010	2021	11	249
1010	2021	4	161
1010	2021	11	146
1010	2021	4	216
1010	2021	4	54
1010	2021	8	346
1010	2021	9	259
1010	2021	2	440
1010	2021	11	33
1010	2021	1	188
1010	2021	9	239
1010	2021	6	58
1010	2021	9	181
1010	2021	2	365
1010	2021	12	462
1010	2021	5	61
1010	2021	3	225
1010	2021	5	308
1010	2021	4	71
1010	2021	9	96
1010	2021	8	310
1010	2021	4	76
1010	2021	11	233
1010	2021	6	110
1010	2021	10	402
1010	2021	7	153
1010	2021	7	237
1010	2021	11	356
1010	2021	4	61
1010	2021	4	248
1010	2021	9	445
1010	2021	9	72
1010	2021	3	283
1010	2021	9	231
1010	2021	5	427
1010	2021	2	123
1010	2021	3	65
1010	2021	12	112
1010	2021	2	441
1010	2021	8	443
1010	2021	4	155
1010	2021	2	54
1010	2021	1	325
1010	2021	1	375
1010	2021	10	192
1010	2021	5	27
1010	2021	2	261
1010	2021	7	415
1010	2021	2	451
1010	2021	5	323
1010	2021	5	329
1010	2021	6	271
1010	2021	11	27
1010	2021	11	124
1010	2021	2	418
1010	2021	11	204
1010	2021	6	146
1010	2021	5	318
1010	2021	11	163
1010	2021	8	377
1010	2021	7	171
1010	2021	12	156
1010	2021	7	214
1010	2021	6	410
1010	2021	3	58
1010	2021	3	227
1010	2021	2	263
1010	2021	1	357
1010	2021	8	92
1010	2021	7	363
1010	2021	8	189
1010	2021	5	180
1010	2021	2	37
1010	2021	2	272
1010	2021	2	229
1010	2021	10	133
1010	2021	2	443
1010	2021	11	354
1010	2021	5	191
1010	2021	6	188
1010	2021	9	480
1010	2021	2	126
1010	2021	1	324
1010	2021	11	267
1010	2021	11	413
1010	2021	11	272
1010	2021	8	89
1010	2021	7	59
1010	2021	3	382
1010	2021	5	236
1010	2021	1	318
1010	2021	4	90
1010	2021	6	304
1010	2021	7	59
1010	2021	1	77
1010	2021	5	480
1010	2021	10	456
1010	2021	12	165
1010	2021	5	367
1010	2021	11	168
1010	2021	11	355
1010	2021	4	379
1010	2021	3	397
1010	2021	5	266
1010	2021	1	134
1010	2021	4	396
1010	2021	3	75
1010	2021	8	314
1010	2021	10	36
1010	2021	9	475
1010	2021	9	183
1010	2021	6	225
1010	2021	1	384
1010	2021	3	123
1010	2021	10	217
1010	2021	6	180
1010	2021	3	428
1010	2021	1	385
1010	2021	10	244
1010	2021	5	443
1010	2021	3	41
1010	2021	4	217
1010	2021	8	34
1010	2021	5	259
1010	2021	9	117
1010	2021	3	18
1010	2021	1	475
1010	2021	6	58
1010	2021	6	277
1010	2021	4	265
1010	2021	1	435
1010	2021	2	73
1010	2021	6	335
1010	2021	7	297
1010	2021	5	106
1010	2021	5	260
1010	2021	5	433
1010	2021	12	343
1010	2021	9	184
1010	2021	7	228
1010	2021	2	401
1010	2021	2	448
1010	2021	7	453
1010	2021	3	352
1010	2021	2	188
1010	2021	3	345
1010	2021	11	285
1010	2021	8	31
1010	2021	8	294
1010	2021	9	72
1010	2021	3	422
1010	2021	8	213
1010	2021	11	321
1010	2021	9	209
1010	2021	1	40
1010	2021	7	99
1010	2021	10	111
1010	2021	4	452
1010	2021	7	441
1010	2021	10	290
1010	2021	10	142
1010	2021	3	411
1010	2021	2	185
1010	2021	11	34
1010	2021	9	163
1010	2021	1	394
1010	2021	10	393
1010	2021	3	466
1010	2021	2	246
1010	2021	4	425
1010	2021	11	381
1010	2021	1	417
1010	2021	4	91
1010	2021	11	19
1010	2021	4	250
1010	2021	6	118
1010	2021	12	122
1010	2021	8	451
1010	2021	2	302
1010	2021	10	66
1010	2021	9	384
1010	2021	12	49
1010	2021	11	182
1010	2021	11	355
1010	2021	5	76
1010	2021	1	461
1010	2021	4	48
1010	2021	9	220
1010	2021	4	405
1010	2021	6	60
1010	2021	10	216
1010	2021	12	22
1010	2021	3	277
1010	2021	12	367
1010	2021	1	242
1010	2021	6	52
1010	2021	11	285
1010	2021	1	156
1010	2021	11	240
1010	2021	5	456
1010	2021	9	238
1010	2021	9	225
1010	2021	9	425
1010	2021	1	243
1010	2021	1	442
1010	2021	3	64
1010	2021	9	209
1010	2021	8	120
1010	2021	4	245
1010	2021	6	23
1010	2021	11	172
1010	2021	12	76
